Entity,Code,Year,Average annual hours worked per employed person (Bick et al 2019),Annual working hours per worker,Annual working hours for full-time production workers in non-agricultural activities (Huberman & Minns 2007),143615-annotations,Average annual hours actually worked per worker (OECD)
Myanmar,MMR,1975,,2444.1979075573886,,,
Myanmar,MMR,1976,,2442.771316555605,,,
Myanmar,MMR,1977,,2441.439566453279,,,
Myanmar,MMR,1978,,2440.194592306818,,,
Myanmar,MMR,1979,,2439.030473874001,,,
Myanmar,MMR,1980,,2437.940355506941,,,
Myanmar,MMR,1981,,2436.815665210236,,,
Myanmar,MMR,1982,,2435.7341909835736,,,
Myanmar,MMR,1983,,2434.6897659754623,,,
Myanmar,MMR,1984,,2435.039150110025,,,
Myanmar,MMR,1985,,2435.4049464317045,,,
Myanmar,MMR,1986,,2436.229050828116,,,
Myanmar,MMR,1987,,2437.049498028754,,,
Myanmar,MMR,1988,,2437.8685149274284,,,
Myanmar,MMR,1989,,2438.6886066322954,,,
Myanmar,MMR,1990,,2439.5107528969124,,,
Myanmar,MMR,1991,,2440.863912591651,,,
Myanmar,MMR,1992,,2441.476034563137,,,
Myanmar,MMR,1993,,2442.0807925397366,,,
Myanmar,MMR,1994,,2442.673742715291,,,
Myanmar,MMR,1995,,2443.2498126732216,,,
Myanmar,MMR,1996,,2443.663524813045,,,
Myanmar,MMR,1997,,2444.011307502914,,,
Myanmar,MMR,1998,,2444.3064807960764,,,
Myanmar,MMR,1999,,2444.55895381131,,,
Myanmar,MMR,2000,,2444.774926483556,,,
Myanmar,MMR,2001,,2444.778379167862,,,
Myanmar,MMR,2002,,2444.787784349594,,,
Myanmar,MMR,2003,,2444.793022024039,,,
Myanmar,MMR,2004,,2444.7821827420903,,,
Myanmar,MMR,2005,,2444.7424064158813,,,
Myanmar,MMR,2006,,2444.412509748244,,,
Myanmar,MMR,2007,,2444.0633356461685,,,
Myanmar,MMR,2008,,2443.685577504307,,,
Myanmar,MMR,2009,,2443.266459583228,,,
Myanmar,MMR,2010,,2442.784644240573,,,
Myanmar,MMR,2011,,2443.070801518052,,,
Myanmar,MMR,2012,,2443.3511409249613,,,
Myanmar,MMR,2013,,2443.6083601084774,,,
Myanmar,MMR,2014,,2443.8050772634515,,,
Myanmar,MMR,2015,,2445.985344973639,,,
Myanmar,MMR,2016,,2445.278094739279,,,
Myanmar,MMR,2017,,2447.057659493701,,,
Myanmar,MMR,2018,,2447.057659493701,,,
Myanmar,MMR,2019,,2447.057659493701,,,
Netherlands,NLD,1983,1715.89514160156,1550.842209698514,,,1527
Netherlands,NLD,1985,1670.8037109375,1526.2342063711208,,,1502
Netherlands,NLD,1987,1542.43237304688,1489.9782014687328,,,1467
Netherlands,NLD,1988,1532.90246582031,1486.7662010344193,,,1464
Netherlands,NLD,1989,1523.42724609375,1482.0112003914676,,,1459
Netherlands,NLD,1990,1522.64697265625,1476.1851996036996,1414,,1454
Netherlands,NLD,1991,1492.21569824219,1467.0711983713418,,,1444
Netherlands,NLD,1992,1441.470703125,1473.4851992386166,,,1451
Netherlands,NLD,1993,1451.83471679688,1463.1521978414307,,,1440
Netherlands,NLD,1994,1473.63745117188,1470.7961988750212,,,1447
Netherlands,NLD,1995,1454.68676757812,1481.5582003302147,,,1482
Netherlands,NLD,1996,1463.5107421875,1496.4504043126683,,,1496
Netherlands,NLD,1997,1463.02185058594,1481.9673117154812,,,1482
Netherlands,NLD,1998,1458.22717285156,1478.72183908046,,,1479
Netherlands,NLD,1999,1451.62231445312,1477.174053382992,,,1477
Netherlands,NLD,2000,1468.72351074219,1464.061440936243,1352,,1464
Netherlands,NLD,2001,1456.05871582031,1454.0768495279071,,,1454
Netherlands,NLD,2002,1423.8349609375,1436.376646493414,,,1436
Netherlands,NLD,2003,1429.26672363281,1427.8278042959428,,,1428
Netherlands,NLD,2004,1443.75024414062,1447.8952323476162,,,1448
Netherlands,NLD,2005,1446.28576660156,1433.6118705035972,,,1434
Netherlands,NLD,2006,1475.15234375,1430.447130618472,,,1430
Netherlands,NLD,2007,1459.66271972656,1429.172024623803,,,1429
Netherlands,NLD,2008,1461.71862792969,1428.5662366797533,,,1429
Netherlands,NLD,2009,1458.48620605469,1420.047064147528,,,1420
Netherlands,NLD,2010,1449.27978515625,1419.6334434445837,,,1420
Netherlands,NLD,2011,1464.92333984375,1420.1802371541503,,,1420
Netherlands,NLD,2012,1449.60290527344,1410.509788389725,,,1411
Netherlands,NLD,2013,1451.68286132812,1414.6989579754952,,,1415
Netherlands,NLD,2014,1463.31628417969,1425.5953008595989,,,1426
Netherlands,NLD,2015,1462.76232910156,1425.813578564941,,,1426
Netherlands,NLD,1950,,1997.125551596512,2156,,
Netherlands,NLD,1951,,1982.4490169043308,,,
Netherlands,NLD,1952,,1967.880337559751,,,
Netherlands,NLD,1953,,1953.418720952238,,,
Netherlands,NLD,1954,,1939.0633802960167,,,
Netherlands,NLD,1955,,1924.813534587268,,,
Netherlands,NLD,1956,,1910.668408561632,,,
Netherlands,NLD,1957,,1896.627232652039,,,
Netherlands,NLD,1958,,1882.6892429468344,,,
Netherlands,NLD,1959,,1868.8536811482204,,,
Netherlands,NLD,1960,,1855.1197945309991,2002,,
Netherlands,NLD,1961,,1853.4474723027568,,,
Netherlands,NLD,1962,,1851.7766576114643,,,
Netherlands,NLD,1963,,1850.107349098132,,,
Netherlands,NLD,1964,,1848.4395454049948,,,
Netherlands,NLD,1965,,1846.7732451755137,,,
Netherlands,NLD,1966,,1845.108447054372,,,
Netherlands,NLD,1967,,1843.445149687472,,,
Netherlands,NLD,1968,,1841.7833517219417,,,
Netherlands,NLD,1970,,1838.464248589584,1709,,1809
Netherlands,NLD,1971,,1804.9252440545777,,,1777
Netherlands,NLD,1972,,1803.1752438179496,,,1775
Netherlands,NLD,1973,,1776.7282402418948,,,1749
Netherlands,NLD,1974,,1723.1632329990546,,,1696
Netherlands,NLD,1975,,1669.9842258084077,,,1644
Netherlands,NLD,1976,,1654.08522365861,,,1628
Netherlands,NLD,1977,,1633.8272209194065,,,1608
Netherlands,NLD,1978,,1605.2372170535834,,,1580
Netherlands,NLD,1979,,1583.7712141510383,,,1559
Netherlands,NLD,1980,,1580.8382137544502,1667,,1556
Netherlands,NLD,1981,,1580.313213683462,,,1556
Netherlands,NLD,1982,,1565.7872117193158,,,1542
Netherlands,NLD,1984,,1542.7102085989384,,,1519
Netherlands,NLD,1986,,1511.2732043481556,,,1488
Netherlands,NLD,2016,,1437.309404003131,,,1437
Netherlands,NLD,2017,,1436.7656437697935,,,1435
Netherlands,NLD,2018,,1436.403363133248,,,1431
Netherlands,NLD,2019,,1439.7315162907269,,,1434
Netherlands,NLD,1870,,,3274,,
Netherlands,NLD,1880,,,3194,,
Netherlands,NLD,1890,,,3105,,
Netherlands,NLD,1900,,,3037,,
Netherlands,NLD,1913,,,2942,,
Netherlands,NLD,1929,,,2233,,
Netherlands,NLD,1938,,,2281,,
New Zealand,NZL,1970,,1866.592875533871,,,
New Zealand,NZL,1971,,1863.3785951691784,,,
New Zealand,NZL,1972,,1848.9143335280617,,,
New Zealand,NZL,1973,,1846.604069515939,,,
New Zealand,NZL,1974,,1855.0415554732567,,,
New Zealand,NZL,1975,,1839.271492433984,,,
New Zealand,NZL,1976,,1836.057212069291,,,
New Zealand,NZL,1977,,1841.4813101847096,,,
New Zealand,NZL,1978,,1832.642039181805,,,
New Zealand,NZL,1979,,1823.4009831333133,,,
New Zealand,NZL,1980,,1812.552786902476,,,
New Zealand,NZL,1981,,1794.4724598510795,,,
New Zealand,NZL,1982,,1801.8050369330344,,,
New Zealand,NZL,1983,,1855.443340518844,,,
New Zealand,NZL,1984,,1848.9143335280608,,,
New Zealand,NZL,1985,,1842.8875578442623,,,
New Zealand,NZL,1986,,1836.559443376274,,,1834
New Zealand,NZL,1987,,1840.936365081755,,,1838
New Zealand,NZL,1988,,1832.294353673612,,,1829
New Zealand,NZL,1989,,1819.499407421985,,,1820
New Zealand,NZL,1990,,1808.2943832788728,,,1809
New Zealand,NZL,1991,,1795.998898874254,,,1792
New Zealand,NZL,1992,,1804.7195701018995,,,1799
New Zealand,NZL,1993,,1857.0074322356363,,,1853
New Zealand,NZL,1994,,1851.465726282278,,,1848
New Zealand,NZL,1995,,1845.4525927993773,,,1841
New Zealand,NZL,1996,,1838.873024435776,,,1834
New Zealand,NZL,1997,,1823.386361918583,,,1826
New Zealand,NZL,1998,,1824.1100907779687,,,1829
New Zealand,NZL,1999,,1840.175225208156,,,1845
New Zealand,NZL,2000,,1836.362251225681,,,1836
New Zealand,NZL,2001,,1820.9352586321493,,,1825
New Zealand,NZL,2002,,1820.759721109463,,,1826
New Zealand,NZL,2003,,1818.169308078853,,,1823
New Zealand,NZL,2004,,1832.763002948585,,,1830
New Zealand,NZL,2005,,1812.7422073244088,,,1815
New Zealand,NZL,2006,,1796.370826065916,,,1795
New Zealand,NZL,2007,,1777.8047501658789,,,1774
New Zealand,NZL,2008,,1759.581916515387,,,1761
New Zealand,NZL,2009,,1741.753748870866,,,1740
New Zealand,NZL,2010,,1759.7901264739771,,,1755
New Zealand,NZL,2011,,1746.3176167011652,,,1746
New Zealand,NZL,2012,,1739.5578721573188,,,1734
New Zealand,NZL,2013,,1756.734812363881,,,1756
New Zealand,NZL,2014,,1756.5541465826632,,,1757
New Zealand,NZL,2015,,1750.863284870268,,,1751
New Zealand,NZL,2016,,1764.1296559428426,,,1751
New Zealand,NZL,2017,,1752.5749435085493,,,1752
New Zealand,NZL,2018,,1769.0849855476602,,,1754
New Zealand,NZL,2019,,1778.9844305894296,,,1779
Norway,NOR,1995,1469.01184082031,1487.7358490566037,,,1488
Norway,NOR,1996,1492.57861328125,1482.200647249191,,,1482
Norway,NOR,1997,1508.29443359375,1477.5381850853548,,,1478
Norway,NOR,1998,1493.46838378906,1475.711159737418,,,1476
Norway,NOR,1999,1492.73083496094,1474.8482220294884,,,1475
Norway,NOR,2000,1450.54833984375,1456.4655172413793,,,1456
Norway,NOR,2001,1456.29650878906,1423.982869379015,,,1424
Norway,NOR,2002,1461.16955566406,1406.801549720189,,,1407
Norway,NOR,2003,1454.97863769531,1389.423076923077,,,1389
Norway,NOR,2004,1447.23498535156,1404.9694856146468,,,1405
Norway,NOR,2005,1463.36499023438,1406.3848144952544,,,1406
Norway,NOR,2006,1494.75122070312,1399.6655518394648,,,1400
Norway,NOR,2007,1486.00793457031,1405.2313883299798,,,1405
Norway,NOR,2008,1483.64624023438,1406.786271450858,,,1407
Norway,NOR,2009,1449.943359375,1387.0841487279845,,,1387
Norway,NOR,2010,1461.91357421875,1395.367098547311,,,1395
Norway,NOR,2011,1481.45153808594,1400.15479876161,,,1400
Norway,NOR,2012,1478.71728515625,1396.2836556693212,,,1396
Norway,NOR,2013,1466.23327636719,1386.721680420105,,,1387
Norway,NOR,2014,1469.52197265625,1389.3838158871567,,,1389
Norway,NOR,2015,1466.15185546875,1391.9468045807166,,,1392
Norway,NOR,1950,,2129.1874661492,,,
Norway,NOR,1951,,2118.405533580969,,,
Norway,NOR,1952,,2107.67819933804,,,
Norway,NOR,1953,,2097.005186941488,,,
Norway,NOR,1954,,2086.3862213124416,,,
Norway,NOR,1955,,2075.8210287649945,,,
Norway,NOR,1956,,2065.3093369991498,,,
Norway,NOR,1957,,2054.850875093803,,,
Norway,NOR,1958,,2044.44537349976,,,
Norway,NOR,1959,,2034.0925640327887,,,
Norway,NOR,1960,,2023.792179866708,,,
Norway,NOR,1961,,2009.408821807579,,,
Norway,NOR,1962,,1995.1276881720423,,,1995
Norway,NOR,1963,,1986.1271121351765,,,1986
Norway,NOR,1964,,1996.1277521761388,,,1996
Norway,NOR,1965,,1951.124871991807,,,1951
Norway,NOR,1966,,1952.124935995904,,,1952
Norway,NOR,1967,,1936.1239119303632,,,1936
Norway,NOR,1968,,1897.121415770609,,,1897
Norway,NOR,1969,,1849.1183435739888,,,1849
Norway,NOR,1970,,1835.117447516641,,,1835
Norway,NOR,1971,,1814.11610343062,,,1814
Norway,NOR,1972,,1781.113991295443,,,1781
Norway,NOR,1973,,1767.1130952380952,,,1767
Norway,NOR,1974,,1745.1116871479776,,,1745
Norway,NOR,1975,,1728.110599078341,,,1728
Norway,NOR,1976,,1674.4704570791528,,,1674
Norway,NOR,1977,,1638.286334056399,,,1638
Norway,NOR,1978,,1601.81236673774,,,1602
Norway,NOR,1979,,1579.9158780231337,,,1580
Norway,NOR,1980,,1580.082135523614,,,1580
Norway,NOR,1981,,1570.1976685250886,,,1570
Norway,NOR,1982,,1558.7639311043567,,,1559
Norway,NOR,1983,,1552.791878172589,,,1553
Norway,NOR,1984,,1548.3870967741937,,,1548
Norway,NOR,1985,,1542.4227562530652,,,1542
Norway,NOR,1986,,1538.4615384615386,,,1538
Norway,NOR,1987,,1510.9353187529084,,,1511
Norway,NOR,1988,,1513.3364529714554,,,1513
Norway,NOR,1989,,1510.597302504817,,,1511
Norway,NOR,1990,,1502.4295432458698,,,1502
Norway,NOR,1991,,1500.4906771344456,,,1500
Norway,NOR,1992,,1510.3244837758111,,,1510
Norway,NOR,1993,,1506.588579795022,,,1507
Norway,NOR,1994,,1504.5739046701974,,,1505
Norway,NOR,2016,,1394.475138121547,,,1394
Norway,NOR,2017,,1380.7790316709138,,,1381
Norway,NOR,2018,,1382.521489971347,,,1383
Norway,NOR,2019,,1384.073291050035,,,1384
OECD Countries,,1970,,,,,1951
OECD Countries,,1971,,,,,1943
OECD Countries,,1972,,,,,1934
OECD Countries,,1973,,,,,1931
OECD Countries,,1974,,,,,1910
OECD Countries,,1975,,,,,1898
OECD Countries,,1976,,,,,1900
OECD Countries,,1977,,,,,1896
OECD Countries,,1978,,,,,1887
OECD Countries,,1979,,,,,1883
OECD Countries,,1980,,,,,1873
OECD Countries,,1981,,,,,1864
OECD Countries,,1982,,,,,1857
OECD Countries,,1983,,,,,1857
OECD Countries,,1984,,,,,1858
OECD Countries,,1985,,,,,1856
OECD Countries,,1986,,,,,1852
OECD Countries,,1987,,,,,1853
OECD Countries,,1988,,,,,1853
OECD Countries,,1989,,,,,1852
OECD Countries,,1990,,,,,1839
OECD Countries,,1991,,,,,1831
OECD Countries,,1992,,,,,1829
OECD Countries,,1993,,,,,1823
OECD Countries,,1994,,,,,1826
OECD Countries,,1995,,,,,1822
OECD Countries,,1996,,,,,1827
OECD Countries,,1997,,,,,1826
OECD Countries,,1998,,,,,1818
OECD Countries,,1999,,,,,1818
OECD Countries,,2000,,,,,1807
OECD Countries,,2001,,,,,1793
OECD Countries,,2002,,,,,1789
OECD Countries,,2003,,,,,1781
OECD Countries,,2004,,,,,1780
OECD Countries,,2005,,,,,1776
OECD Countries,,2006,,,,,1775
OECD Countries,,2007,,,,,1772
OECD Countries,,2008,,,,,1769
OECD Countries,,2009,,,,,1734
OECD Countries,,2010,,,,,1755
OECD Countries,,2011,,,,,1754
OECD Countries,,2012,,,,,1752
OECD Countries,,2013,,,,,1748
OECD Countries,,2014,,,,,1746
OECD Countries,,2015,,,,,1745
OECD Countries,,2016,,,,,1745
OECD Countries,,2017,,,,,1739
OECD Countries,,2018,,,,,1735
OECD Countries,,2019,,,,,1726
Pakistan,PAK,1970,,2241.6815994972544,,,
Pakistan,PAK,1971,,2239.4163016993048,,,
Pakistan,PAK,1972,,2241.001045156592,,,
Pakistan,PAK,1973,,2239.391377664353,,,
Pakistan,PAK,1974,,2237.6175410466485,,,
Pakistan,PAK,1975,,2234.988496527108,,,
Pakistan,PAK,1976,,2230.0995774436674,,,
Pakistan,PAK,1977,,2225.816514362952,,,
Pakistan,PAK,1978,,2222.1622588822693,,,
Pakistan,PAK,1979,,2218.025530567388,,,
Pakistan,PAK,1980,,2220.1873022918867,,,
Pakistan,PAK,1981,,2174.688850469548,,,
Pakistan,PAK,1982,,2178.4531109348995,,,
Pakistan,PAK,1983,,2186.140523948755,,,
Pakistan,PAK,1984,,2189.912826520732,,,
Pakistan,PAK,1985,,2206.774691898053,,,
Pakistan,PAK,1986,,2203.475904694435,,,
Pakistan,PAK,1987,,2188.1488362424434,,,
Pakistan,PAK,1988,,2202.2606011216617,,,
Pakistan,PAK,1989,,2203.788310373833,,,
Pakistan,PAK,1990,,2205.631763459244,,,
Pakistan,PAK,1991,,2205.4633960908536,,,
Pakistan,PAK,1992,,2191.6572050372138,,,
Pakistan,PAK,1993,,2194.676277028668,,,
Pakistan,PAK,1994,,2191.8723629651504,,,
Pakistan,PAK,1995,,2208.628638415099,,,
Pakistan,PAK,1996,,2206.7066722923605,,,
Pakistan,PAK,1997,,2199.7477460132245,,,
Pakistan,PAK,1998,,2177.5775583734844,,,
Pakistan,PAK,1999,,2179.195425163024,,,
Pakistan,PAK,2000,,2186.43676993238,,,
Pakistan,PAK,2001,,2178.35619214505,,,
Pakistan,PAK,2002,,2169.9291826970502,,,
Pakistan,PAK,2003,,2183.7308071445245,,,
Pakistan,PAK,2004,,2176.8701367196554,,,
Pakistan,PAK,2005,,2164.0008949636726,,,
Pakistan,PAK,2006,,2131.496631286433,,,
Pakistan,PAK,2007,,2135.8043589796384,,,
Pakistan,PAK,2008,,2128.7081178140807,,,
Pakistan,PAK,2009,,2109.1352781699,,,
Pakistan,PAK,2010,,2127.923444147677,,,
Pakistan,PAK,2011,,2114.8742345830065,,,
Pakistan,PAK,2012,,2101.5021122688245,,,
Pakistan,PAK,2013,,2088.7530339324826,,,
Pakistan,PAK,2014,,2058.523924729311,,,
Pakistan,PAK,2015,,2026.977696633537,,,
Pakistan,PAK,2016,,1997.1258119239856,,,
Pakistan,PAK,2017,,1966.9071804604653,,,
Pakistan,PAK,2018,,1966.9071804604653,,,
Pakistan,PAK,2019,,1966.9071804604653,,,
Peru,PER,1950,,2508.684085526424,,,
Peru,PER,1951,,2496.5845940727854,,,
Peru,PER,1952,,2484.543458987843,,,
Peru,PER,1953,,2472.560398816316,,,
Peru,PER,1954,,2460.6351334603937,,,
Peru,PER,1955,,2448.76738417319,,,
Peru,PER,1956,,2436.9568735522266,,,
Peru,PER,1957,,2425.20332553295,,,
Peru,PER,1958,,2413.506465382278,,,
Peru,PER,1959,,2401.866019692176,,,
Peru,PER,1960,,2390.2817163732707,,,
Peru,PER,1961,,2378.753284648486,,,
Peru,PER,1962,,2367.280455046716,,,
Peru,PER,1963,,2355.8629593965243,,,
Peru,PER,1964,,2344.500530819879,,,
Peru,PER,1965,,2333.1929037259106,,,
Peru,PER,1966,,2321.9398138047072,,,
Peru,PER,1967,,2310.740998021134,,,
Peru,PER,1968,,2299.596194608687,,,
Peru,PER,1969,,2288.505143063371,,,
Peru,PER,1970,,2277.467584137616,,,
Peru,PER,1971,,2266.4832598342123,,,
Peru,PER,1972,,2255.5519134002816,,,
Peru,PER,1973,,2244.6732893212784,,,
Peru,PER,1974,,2237.430810112556,,,
Peru,PER,1975,,2230.211698894774,,,
Peru,PER,1976,,2223.0158802706846,,,
Peru,PER,1977,,2215.84327908631,,,
Peru,PER,1978,,2208.6938204301587,,,
Peru,PER,1979,,2201.5674296324423,,,
Peru,PER,1980,,2194.464032264296,,,
Peru,PER,1981,,2187.383554137001,,,
Peru,PER,1982,,2180.3259213012093,,,
Peru,PER,1983,,2173.2910600461723,,,
Peru,PER,1984,,2166.2788968989707,,,
Peru,PER,1985,,2159.2893586237465,,,
Peru,PER,1986,,2152.322372220938,,,
Peru,PER,1987,,2145.37786492652,,,
Peru,PER,1988,,2138.455764211239,,,
Peru,PER,1989,,2131.55599777986,,,
Peru,PER,1990,,2124.6784935704104,,,
Peru,PER,1991,,2120.4772792949043,,,
Peru,PER,1992,,2126.325148353653,,,
Peru,PER,1993,,2119.629407415292,,,
Peru,PER,1994,,2117.7240828231425,,,
Peru,PER,1995,,2117.344181868554,,,
Peru,PER,1996,,2112.009061410462,,,
Peru,PER,1997,,2111.4958763506056,,,
Peru,PER,1998,,2104.992581807912,,,
Peru,PER,1999,,2101.3551506994395,,,
Peru,PER,2000,,2101.23468405172,,,
Peru,PER,2001,,2100.584927807757,,,
Peru,PER,2002,,2098.3081690655704,,,
Peru,PER,2003,,2100.9212089196235,,,
Peru,PER,2004,,2099.53957604442,,,
Peru,PER,2005,,2100.5693882935607,,,
Peru,PER,2006,,2100.7645961963367,,,
Peru,PER,2007,,2116.982285939419,,,
Peru,PER,2008,,2123.1330952453136,,,
Peru,PER,2009,,2123.404334363085,,,
Peru,PER,2010,,2132.4568509245023,,,
Peru,PER,2011,,2132.875305382398,,,
Peru,PER,2012,,2134.4730336735947,,,
Peru,PER,2013,,2137.3582189149747,,,
Peru,PER,2014,,2134.607512853037,,,
Peru,PER,2015,,2133.841669625713,,,
Peru,PER,2016,,2139.4217715634168,,,
Peru,PER,2017,,2139.6017594970945,,,
Peru,PER,2018,,2139.6017594970945,,,
Peru,PER,2019,,2139.6017594970945,,,
Philippines,PHL,1970,,2112.945759816869,,,
Philippines,PHL,1971,,2115.5514123555595,,,
Philippines,PHL,1972,,2117.795544560242,,,
Philippines,PHL,1973,,2107.331956133829,,,
Philippines,PHL,1974,,2117.800085702454,,,
Philippines,PHL,1975,,2121.594898882761,,,
Philippines,PHL,1976,,2123.8084021632253,,,
Philippines,PHL,1977,,2159.9517249805126,,,
Philippines,PHL,1978,,2135.341801404721,,,
Philippines,PHL,1979,,2134.464244434484,,,
Philippines,PHL,1980,,2133.512799809456,,,
Philippines,PHL,1981,,2134.425822131473,,,
Philippines,PHL,1982,,2130.363930526609,,,
Philippines,PHL,1983,,2140.7236290926403,,,
Philippines,PHL,1984,,2171.5496359995755,,,
Philippines,PHL,1985,,2172.676250901956,,,
Philippines,PHL,1986,,2170.50944750842,,,
Philippines,PHL,1987,,2179.3062991407865,,,
Philippines,PHL,1988,,2187.5865924712043,,,
Philippines,PHL,1989,,2197.496131822487,,,
Philippines,PHL,1990,,2191.850747343778,,,
Philippines,PHL,1991,,2176.250219952868,,,
Philippines,PHL,1992,,2176.111047856178,,,
Philippines,PHL,1993,,2136.0936408005905,,,
Philippines,PHL,1994,,2149.9868995685524,,,
Philippines,PHL,1995,,2130.2139408809444,,,
Philippines,PHL,1996,,2094.3843169278302,,,
Philippines,PHL,1997,,2146.593527783046,,,
Philippines,PHL,1998,,2105.0267049678946,,,
Philippines,PHL,1999,,2115.5798734770387,,,
Philippines,PHL,2000,,2160.45367914906,,,
Philippines,PHL,2001,,2067.629909109617,,,
Philippines,PHL,2002,,2061.255750781718,,,
Philippines,PHL,2003,,2077.352581034764,,,
Philippines,PHL,2004,,2084.0079979122675,,,
Philippines,PHL,2005,,2103.090545291369,,,
Philippines,PHL,2006,,2077.185833831257,,,
Philippines,PHL,2007,,2092.114214498022,,,
Philippines,PHL,2008,,2112.779090309049,,,
Philippines,PHL,2009,,2117.418143236074,,,
Philippines,PHL,2010,,2124.3797691133623,,,
Philippines,PHL,2011,,2127.208305818456,,,
Philippines,PHL,2012,,2131.924879787234,,,
Philippines,PHL,2013,,2140.264877223359,,,
Philippines,PHL,2014,,2142.9832131122093,,,
Philippines,PHL,2015,,2149.714226603477,,,
Philippines,PHL,2016,,2159.475030733206,,,
Philippines,PHL,2017,,2168.296500471067,,,
Philippines,PHL,2018,,2168.296500471067,,,
Philippines,PHL,2019,,2168.296500471067,,,
Poland,POL,1997,2006.63562011719,2081.852367179425,,,1858
Poland,POL,1998,1937.69458007812,2081.795367169372,,,1858
Poland,POL,1999,1790.82116699219,2115.157373053479,,,1875
Poland,POL,2000,1894.49438476562,2081.697367152088,,,1858
Poland,POL,2001,1911.30529785156,2083.6908586242853,,,1860
Poland,POL,2002,1918.93884277344,2078.4751894118244,,,1855
Poland,POL,2003,1908.57446289062,2084.172099279,,,1861
Poland,POL,2004,1932.37585449219,2084.532822685552,,,1861
Poland,POL,2005,1870.6826171875,2079.048445614285,,,1856
Poland,POL,2006,1880.09228515625,2080.579499307083,,,1857
Poland,POL,2007,1887.03576660156,2077.614460375168,,,1855
Poland,POL,2008,1876.11303710938,2069.599984744373,,,1848
Poland,POL,2009,1851.06567382812,2054.0000253334515,,,1834
Poland,POL,2010,1851.89770507812,2048.800023421794,,,1829
Poland,POL,2011,1851.56665039062,2043.5999818855817,,,1824
Poland,POL,2012,1855.00598144531,2038.3999896606765,,,1820
Poland,POL,2013,1844.95288085938,2034.75458813487,,,1816
Poland,POL,2014,1844.92175292969,2041.321912147988,,,1822
Poland,POL,2015,1843.97436523438,2049.0091421415154,,,1829
Poland,POL,1995,,2081.8983671875385,,,1859
Poland,POL,1996,,2082.046367213641,,,1859
Poland,POL,2016,,2051.479344335609,,,1831
Poland,POL,2017,,2029.3582592706096,,,1812
Poland,POL,2018,,2002.1514658278315,,,1787
Poland,POL,2019,,2022.6322318847665,,,1806
Portugal,PRT,1986,1889.49584960938,1958.9087589839007,,,1785
Portugal,PRT,1987,1905.65710449219,1974.2623785852293,,,1799
Portugal,PRT,1988,1911.82556152344,1954.378093931277,,,1798
Portugal,PRT,1989,1917.52770996094,1982.8489130006776,,,1818
Portugal,PRT,1990,1915.84619140625,1972.3800181799447,,,1806
Portugal,PRT,1991,1860.79528808594,1893.143067906128,,,1739
Portugal,PRT,1992,1870.32470703125,1876.256043482353,,,1682
Portugal,PRT,1993,1868.654296875,1863.6619302061167,,,1684
Portugal,PRT,1994,1865.25720214844,1859.329582825573,,,1692
Portugal,PRT,1995,1884.74597167969,1897.7178084248555,,,1749
Portugal,PRT,1996,1886.115234375,1898.7713008184808,,,1750
Portugal,PRT,1997,1841.67065429688,1893.7205193046311,,,1746
Portugal,PRT,1998,1834.44458007812,1909.1866623577384,,,1760
Portugal,PRT,1999,1833.2880859375,1910.9542612968355,,,1762
Portugal,PRT,2000,1796.20629882812,1920.5614594613887,,,1770
Portugal,PRT,2001,1774.41064453125,1903.9317049018632,,,1755
Portugal,PRT,2002,1769.4072265625,1896.9853959180027,,,1749
Portugal,PRT,2003,1768.25622558594,1889.9554722471123,,,1742
Portugal,PRT,2004,1795.97473144531,1896.0876193184288,,,1748
Portugal,PRT,2005,1756.77966308594,1898.144004316638,,,1750
Portugal,PRT,2006,1755.13708496094,1886.3386855198528,,,1739
Portugal,PRT,2007,1749.2900390625,1903.4842875149657,,,1755
Portugal,PRT,2008,1746.84777832031,1890.3618608185225,,,1743
Portugal,PRT,2009,1750.27905273438,1890.794040095595,,,1743
Portugal,PRT,2010,1762.33227539062,1893.635619019857,,,1746
Portugal,PRT,2011,1758.12280273438,1870.6033206817217,,,1724
Portugal,PRT,2012,1759.43115234375,1853.090178873501,,,1708
Portugal,PRT,2013,1781.81689453125,1863.2164613936093,,,1718
Portugal,PRT,2014,1794.36303710938,1870.8341919658587,,,1725
Portugal,PRT,2015,1781.10388183594,1878.6016495404103,,,1732
Portugal,PRT,1950,,2404.899410860423,,,
Portugal,PRT,1951,,2389.619178198662,,,
Portugal,PRT,1952,,2374.436032969808,,,
Portugal,PRT,1953,,2359.349358300424,,,
Portugal,PRT,1954,,2344.3585412365583,,,
Portugal,PRT,1955,,2329.462972718845,,,
Portugal,PRT,1956,,2314.6620475577524,,,
Portugal,PRT,1957,,2299.955164409,,,
Portugal,PRT,1958,,2285.3417257491205,,,
Portugal,PRT,1959,,2270.821137851192,,,
Portugal,PRT,1960,,2256.392810760706,,,
Portugal,PRT,1961,,2243.9657280255847,,,
Portugal,PRT,1962,,2231.607087444936,,,
Portugal,PRT,1963,,2219.3165120736144,,,
Portugal,PRT,1964,,2207.0936270425004,,,
Portugal,PRT,1965,,2194.9380595470648,,,
Portugal,PRT,1966,,2182.8494388360004,,,
Portugal,PRT,1967,,2170.827396199912,,,
Portugal,PRT,1968,,2158.871564960071,,,
Portugal,PRT,1969,,2146.9815804572327,,,
Portugal,PRT,1970,,2102.068946081272,,,1963
Portugal,PRT,1971,,2101.8263461704846,,,1951
